year,state_name,parameter_name,arithmetic_mean_average
2017,Idaho,Carbon monoxide,0.322974
2013,Georgia,Carbon monoxide,0.3227995
2000,Kentucky,Carbon monoxide,0.32268154166666668
2012,Kansas,Carbon monoxide,0.32250433333333339
2011,Washington,Carbon monoxide,0.3223375
2016,Nevada,Carbon monoxide,0.32227442857142857
2010,Georgia,Carbon monoxide,0.32183916666666668
2004,New Mexico,Carbon monoxide,0.32158466666666663
2000,Mississippi,Carbon monoxide,0.321489
2014,Kentucky,Carbon monoxide,0.321153125
2019,Vermont,Sulfur dioxide,0.3209396
2014,West Virginia,Carbon monoxide,0.3208678333333333
2021,California,Carbon monoxide,0.32082066666666664
2013,West Virginia,Carbon monoxide,0.32051916666666669
2015,Idaho,Carbon monoxide,0.32046883333333326
2013,Connecticut,Carbon monoxide,0.32033571428571428
2012,Connecticut,Carbon monoxide,0.32020766666666667
2019,Utah,Carbon monoxide,0.32019624999999996
2012,Kentucky,Carbon monoxide,0.32007275
2015,Michigan,Carbon monoxide,0.31982277777777773
2018,Rhode Island,Sulfur dioxide,0.3195758
2014,New Mexico,Sulfur dioxide,0.3192744500000001
2011,Georgia,Carbon monoxide,0.3188645
2003,Kansas,Carbon monoxide,0.31885087500000003
2012,Washington,Carbon monoxide,0.3187483333333333
2010,Washington,Carbon monoxide,0.31872766666666669
2018,District Of Columbia,Carbon monoxide,0.31839975
2017,Texas,Carbon monoxide,0.31836306666666664
2011,New Hampshire,Carbon monoxide,0.31777633333333327
1995,Mississippi,Carbon monoxide,0.3174865
2019,District Of Columbia,Carbon monoxide,0.317225
2017,Connecticut,Sulfur dioxide,0.31622789999999995
2012,New Mexico,Carbon monoxide,0.316083
2022,Louisiana,Carbon monoxide,0.31595175
2008,Missouri,Carbon monoxide,0.31556012499999997
2017,Florida,Carbon monoxide,0.31463529411764707
2018,Utah,Sulfur dioxide,0.31448284210526323
2016,New Jersey,Carbon monoxide,0.31423383333333332
2019,California,Carbon monoxide,0.31373758730158735
2016,South Carolina,Sulfur dioxide,0.31365134285714291
2007,Delaware,Carbon monoxide,0.31330425
2018,Oregon,Carbon monoxide,0.31322550000000005
2018,New Jersey,Carbon monoxide,0.31318925000000003
2006,Pennsylvania,Carbon monoxide,0.31268224074074058
2018,Colorado,Carbon monoxide,0.31232594444444439
2011,Ohio,Carbon monoxide,0.31184946153846144
2020,Oregon,Carbon monoxide,0.31174725
2022,South Carolina,Sulfur dioxide,0.31087217500000003
1997,Mississippi,Carbon monoxide,0.31051916666666668
2021,Washington,Sulfur dioxide,0.31050329166666668
2015,Delaware,Carbon monoxide,0.3093975
2005,Pennsylvania,Carbon monoxide,0.30923084615384622
2019,New Jersey,Carbon monoxide,0.30895075000000005
2013,Vermont,Carbon monoxide,0.30873100000000003
2009,Kansas,Carbon monoxide,0.30851616666666665
2019,Minnesota,Carbon monoxide,0.30819599999999997
1982,Hawaii,Nitrogen dioxide (NO2),0.307892
2017,Arizona,Carbon monoxide,0.30737064285714294
2004,Michigan,Carbon monoxide,0.3072650714285714
2015,Arkansas,Carbon monoxide,0.30705950000000004
2008,Delaware,Carbon monoxide,0.306682
2022,Massachusetts,Carbon monoxide,0.30666883333333333
2001,Kentucky,Carbon monoxide,0.30653761538461533
1984,Alaska,Sulfur dioxide,0.30645300000000003
2009,Maryland,Carbon monoxide,0.30640525
2019,Arizona,Carbon monoxide,0.30626260000000005
2020,District Of Columbia,Carbon monoxide,0.3056495
2016,Nebraska,Carbon monoxide,0.30546975
1983,Wyoming,Sulfur dioxide,0.3039606
2016,Indiana,Carbon monoxide,0.3038213
2018,Utah,Carbon monoxide,0.303733
2022,Utah,Carbon monoxide,0.30305664285714284
2002,Wyoming,Carbon monoxide,0.30298683333333332
2013,Kentucky,Carbon monoxide,0.30189366666666673
2008,Virginia,Carbon monoxide,0.3017027
2014,Oregon,Carbon monoxide,0.3012245
2020,Massachusetts,Sulfur dioxide,0.30103946666666664
2012,Oregon,Carbon monoxide,0.30093283333333332
2013,North Carolina,Carbon monoxide,0.30077425
2019,Colorado,Carbon monoxide,0.3007488888888889
2012,New Hampshire,Carbon monoxide,0.30052787500000011
2001,Michigan,Carbon monoxide,0.3001475
2020,Indiana,Carbon monoxide,0.2994106666666666
2017,Nevada,Carbon monoxide,0.29863875
2012,Colorado,Carbon monoxide,0.29806522222222226
2013,Nebraska,Carbon monoxide,0.29791225
2004,Maine,Carbon monoxide,0.29786100000000004
2022,Colorado,Carbon monoxide,0.29773172222222222
2010,Michigan,Carbon monoxide,0.297595
2018,Arizona,Carbon monoxide,0.29758757142857145
2021,Minnesota,Carbon monoxide,0.29730466666666666
2014,North Carolina,Carbon monoxide,0.29729609999999995
2019,Alabama,Carbon monoxide,0.29687299999999994
2019,Nevada,Carbon monoxide,0.29671971428571425
2007,New Mexico,Carbon monoxide,0.29632111111111109
2016,Texas,Carbon monoxide,0.29610723333333339
2016,Missouri,Carbon monoxide,0.2958898333333333
2016,Arkansas,Carbon monoxide,0.2957805
2017,New Jersey,Carbon monoxide,0.29482416666666666
2005,Michigan,Carbon monoxide,0.29479316666666666
2005,South Carolina,Carbon monoxide,0.29471460000000005
2013,Delaware,Carbon monoxide,0.29403
2012,North Carolina,Carbon monoxide,0.29371169999999996
2020,Nevada,Carbon monoxide,0.29357187500000004
2022,Texas,Carbon monoxide,0.29299575
2010,Maryland,Carbon monoxide,0.29284499999999997
2010,Florida,Carbon monoxide,0.29278609090909091
2011,Kansas,Carbon monoxide,0.2924215
2013,Idaho,Carbon monoxide,0.2921575
2017,Alabama,Carbon monoxide,0.2919965
2012,Virginia,Carbon monoxide,0.29082518749999997
2018,Florida,Carbon monoxide,0.29078338461538467
2003,Minnesota,Carbon monoxide,0.290432375
2013,Oregon,Carbon monoxide,0.29009399999999996
2012,Massachusetts,Carbon monoxide,0.28994591666666669
2016,Oregon,Sulfur dioxide,0.2891456
2012,New York,Carbon monoxide,0.28913516666666667
2015,Tennessee,Carbon monoxide,0.28879483333333328
2016,Oregon,Carbon monoxide,0.28871175000000004
2012,Idaho,Carbon monoxide,0.2880691666666666
2020,Colorado,Carbon monoxide,0.28793606249999992
2009,Virginia,Carbon monoxide,0.28695440909090919
2020,Arkansas,Carbon monoxide,0.2869395
2018,Nebraska,Carbon monoxide,0.28682199999999997
2019,North Carolina,Carbon monoxide,0.28649162499999997
2018,Arkansas,Carbon monoxide,0.28622400000000003
2014,Michigan,Carbon monoxide,0.28617768750000006
2012,Vermont,Carbon monoxide,0.28613233333333332
2009,Georgia,Carbon monoxide,0.28604625000000006
2021,North Carolina,Carbon monoxide,0.28603575
2010,Hawaii,Carbon monoxide,0.285945
2021,Colorado,Carbon monoxide,0.2858695
2011,Delaware,Carbon monoxide,0.285842
2017,Hawaii,Carbon monoxide,0.28578349999999997
2015,Virginia,Carbon monoxide,0.28552107142857136
2011,Massachusetts,Carbon monoxide,0.28544407142857148
2015,Kansas,Carbon monoxide,0.2853165
2021,Indiana,Carbon monoxide,0.285316
2013,Tennessee,Carbon monoxide,0.2846342
2009,Missouri,Carbon monoxide,0.2843375
2015,Missouri,Carbon monoxide,0.28422416666666661
2017,Nebraska,Carbon monoxide,0.28414249999999996
2021,Massachusetts,Sulfur dioxide,0.28399143333333332
2015,Connecticut,Carbon monoxide,0.28372
2008,Louisiana,Carbon monoxide,0.2826495
2013,Virginia,Carbon monoxide,0.28215987500000006
2021,Alabama,Carbon monoxide,0.2813606666666667
2013,Missouri,Carbon monoxide,0.28134633333333336
2014,Idaho,Carbon monoxide,0.281292
2021,Arkansas,Carbon monoxide,0.2812905
2018,Massachusetts,Carbon monoxide,0.2812623
2006,Michigan,Carbon monoxide,0.281048
2016,Tennessee,Carbon monoxide,0.28020316666666661
2020,Florida,Carbon monoxide,0.28003816666666675
2021,Nevada,Carbon monoxide,0.2790968
2019,Nebraska,Carbon monoxide,0.27852799999999994
2019,Virginia,Carbon monoxide,0.27806978571428576
2020,Louisiana,Carbon monoxide,0.27792075000000005
2016,West Virginia,Carbon monoxide,0.27769533333333329
2007,Pennsylvania,Carbon monoxide,0.27765242000000018
2019,Texas,Carbon monoxide,0.27701816666666668
2022,Mississippi,Sulfur dioxide,0.27690787499999997
2012,Delaware,Carbon monoxide,0.27632375
2018,Texas,Carbon monoxide,0.27622915384615387
2022,Washington,Sulfur dioxide,0.27522775000000005
2021,Missouri,Carbon monoxide,0.2742188333333333
2012,Missouri,Carbon monoxide,0.27408200000000005
2022,North Carolina,Carbon monoxide,0.2740475
2009,Michigan,Carbon monoxide,0.27400325
2014,Virginia,Carbon monoxide,0.27369271428571423
2010,Pennsylvania,Carbon monoxide,0.273668125
2020,Minnesota,Carbon monoxide,0.27285616666666668
2013,New York,Carbon monoxide,0.27280035714285716
2019,Rhode Island,Sulfur dioxide,0.27272539999999995
2011,Idaho,Carbon monoxide,0.27236625000000003
2015,North Carolina,Carbon monoxide,0.27159216666666669
2017,North Carolina,Carbon monoxide,0.27126374999999997
2014,Ohio,Carbon monoxide,0.27120238461538454
2008,Michigan,Carbon monoxide,0.27099725
2011,Missouri,Carbon monoxide,0.27095800000000003
2007,Michigan,Carbon monoxide,0.2709265
2014,Tennessee,Carbon monoxide,0.27076657142857147
2021,Nebraska,Carbon monoxide,0.27057275000000003
2017,Vermont,Sulfur dioxide,0.27047000000000004
2021,Pennsylvania,Carbon monoxide,0.27044749999999995
2016,North Carolina,Carbon monoxide,0.2704245
2014,Missouri,Carbon monoxide,0.27001716666666664
2021,Vermont,Sulfur dioxide,0.269961
2016,Virginia,Carbon monoxide,0.26886212499999995
2018,Connecticut,Sulfur dioxide,0.26877120000000004
2020,Texas,Carbon monoxide,0.26841849999999995
2010,Minnesota,Carbon monoxide,0.2683298
2018,North Carolina,Carbon monoxide,0.268235
2014,New York,Carbon monoxide,0.26818444444444445
2012,Michigan,Carbon monoxide,0.268176875
2013,Massachusetts,Carbon monoxide,0.26806292857142866
2018,Missouri,Carbon monoxide,0.267738
2017,Virginia,Carbon monoxide,0.26762185714285713
2014,Connecticut,Carbon monoxide,0.26737900000000009
2017,Connecticut,Carbon monoxide,0.2673689
2018,Virginia,Carbon monoxide,0.26733950000000006
2018,Connecticut,Carbon monoxide,0.267329375
2021,Louisiana,Carbon monoxide,0.26731950000000004
2017,Missouri,Carbon monoxide,0.26710100000000003
2021,Virginia,Carbon monoxide,0.2664103571428571
2006,Oklahoma,Carbon monoxide,0.2660368
2014,Kansas,Carbon monoxide,0.2660155
2019,Missouri,Carbon monoxide,0.26547633333333331
2021,Massachusetts,Carbon monoxide,0.26547066666666669
2016,Connecticut,Carbon monoxide,0.26515620000000006
2006,Iowa,Carbon monoxide,0.2648713571428572
2018,Tennessee,Carbon monoxide,0.264112875
2021,Texas,Carbon monoxide,0.26371916666666662
2010,Missouri,Carbon monoxide,0.26363787500000008
2017,Delaware,Carbon monoxide,0.2636115
2014,Louisiana,Carbon monoxide,0.26346250000000004
2015,Florida,Carbon monoxide,0.2631577
1990,North Dakota,Carbon monoxide,0.2626405
2010,Oklahoma,Carbon monoxide,0.26216487499999996
2016,Ohio,Carbon monoxide,0.26128503571428568
2015,Pennsylvania,Carbon monoxide,0.26081833333333326
2017,Mississippi,Carbon monoxide,0.26059200000000005
1992,Arkansas,Carbon monoxide,0.2601505
2020,North Carolina,Carbon monoxide,0.25992124999999994
2020,Virginia,Carbon monoxide,0.25978742857142856
2019,Connecticut,Carbon monoxide,0.25960399999999995
2010,Massachusetts,Carbon monoxide,0.25947150000000008
2008,Texas,Carbon monoxide,0.25943153846153855
2014,Massachusetts,Carbon monoxide,0.25942535714285719
2009,Delaware,Carbon monoxide,0.25898525
2022,Missouri,Carbon monoxide,0.25892650000000006
2020,Missouri,Carbon monoxide,0.25892449999999995
2020,Alabama,Carbon monoxide,0.258789
2005,Minnesota,Carbon monoxide,0.25836457142857144
2001,Wyoming,Carbon monoxide,0.258068
2009,Iowa,Carbon monoxide,0.2577254
2016,Delaware,Carbon monoxide,0.2577065
2017,Oklahoma,Carbon monoxide,0.257697375
2022,Wisconsin,Carbon monoxide,0.2572355
2015,West Virginia,Carbon monoxide,0.25584425
2004,Minnesota,Carbon monoxide,0.25573307142857143
2007,Iowa,Carbon monoxide,0.25546366666666664
2017,Tennessee,Carbon monoxide,0.25543175
2020,Oregon,Sulfur dioxide,0.25532430769230768
2021,Ohio,Carbon monoxide,0.25529025
2017,Washington,Carbon monoxide,0.255203
2021,Delaware,Carbon monoxide,0.2548305
2008,Iowa,Carbon monoxide,0.2546075
2018,Alabama,Carbon monoxide,0.25376516666666665
2022,Rhode Island,Carbon monoxide,0.253728
2022,Washington,Carbon monoxide,0.25361683333333335
2022,New Mexico,Carbon monoxide,0.25361075
2015,Kentucky,Carbon monoxide,0.2533576666666667
2004,Wyoming,Carbon monoxide,0.2533325
2021,Florida,Carbon monoxide,0.2533313
2011,Virginia,Carbon monoxide,0.25328978571428573
2016,Kentucky,Carbon monoxide,0.25299649999999996
2017,Minnesota,Carbon monoxide,0.25280471428571427
2017,New Jersey,Sulfur dioxide,0.25251771111111121
2018,Pennsylvania,Carbon monoxide,0.25250500000000003
2019,Florida,Carbon monoxide,0.25199949999999993
2015,Texas,Carbon monoxide,0.2518483076923077
1999,Mississippi,Carbon monoxide,0.25153375
2019,Pennsylvania,Carbon monoxide,0.25130060000000004
2018,New York,Carbon monoxide,0.25101765000000004
2017,Oregon,Carbon monoxide,0.24994875
2019,Washington,Carbon monoxide,0.24989999999999998
2019,Delaware,Carbon monoxide,0.249694
2011,Maryland,Carbon monoxide,0.2492325
2022,Tennessee,Carbon monoxide,0.2491745
2021,Connecticut,Carbon monoxide,0.24908916666666664
2020,Pennsylvania,Carbon monoxide,0.24883840000000002
2015,Ohio,Carbon monoxide,0.24855875
2007,South Carolina,Carbon monoxide,0.24711891666666669
2013,Michigan,Carbon monoxide,0.24681650000000002
2010,Louisiana,Carbon monoxide,0.2466775
2018,Oklahoma,Carbon monoxide,0.24657124999999996
2022,Virginia,Carbon monoxide,0.24649985714285713
2010,Iowa,Carbon monoxide,0.246471
2020,Washington,Carbon monoxide,0.2463045
2003,Wyoming,Carbon monoxide,0.24582474999999998
2017,West Virginia,Carbon monoxide,0.2456015
2019,Tennessee,Carbon monoxide,0.244973125
2016,Massachusetts,Carbon monoxide,0.24480908333333334
2015,Wisconsin,Carbon monoxide,0.24475275000000002
2009,Rhode Island,Carbon monoxide,0.244624
2016,Oklahoma,Carbon monoxide,0.243761
2019,New York,Carbon monoxide,0.2436947
2020,Massachusetts,Carbon monoxide,0.24336962499999998
2018,Washington,Carbon monoxide,0.24271216666666665
2011,Mississippi,Carbon monoxide,0.242588
2015,New York,Carbon monoxide,0.24224527777777774
2021,Kentucky,Carbon monoxide,0.24203233333333335
2015,Oklahoma,Carbon monoxide,0.24192700000000003
2010,Mississippi,Carbon monoxide,0.24173050000000001
2020,Delaware,Carbon monoxide,0.24160900000000002
2013,New Mexico,Carbon monoxide,0.24047400000000002
2016,Pennsylvania,Carbon monoxide,0.23968995454545455
2019,Oklahoma,Carbon monoxide,0.23933775000000002
2019,Massachusetts,Carbon monoxide,0.23929437500000006
2021,Tennessee,Carbon monoxide,0.23884350000000001
2022,New York,Carbon monoxide,0.23836755000000004
2012,Maine,Carbon monoxide,0.23827183333333329
2008,Rhode Island,Carbon monoxide,0.236898
2018,Wisconsin,Carbon monoxide,0.23688700000000001
2013,Maine,Carbon monoxide,0.23669916666666663
2014,Florida,Carbon monoxide,0.23646270833333333
2016,Wisconsin,Carbon monoxide,0.23640225
2014,Delaware,Carbon monoxide,0.236395
2017,Kentucky,Carbon monoxide,0.236307
2014,Pennsylvania,Carbon monoxide,0.23560972222222226
2010,Virginia,Carbon monoxide,0.23497418749999996
2018,Delaware,Carbon monoxide,0.234953
2015,Maryland,Carbon monoxide,0.23457216666666661
2013,New Hampshire,Carbon monoxide,0.23444233333333334
2015,Illinois,Carbon monoxide,0.23409728571428567
2017,Massachusetts,Carbon monoxide,0.23407341666666667
2017,New York,Carbon monoxide,0.23388530000000005
2022,Mississippi,Carbon monoxide,0.23385699999999998
2020,Connecticut,Carbon monoxide,0.23354466666666665
2021,Hawaii,Carbon monoxide,0.23302633333333334
2007,Minnesota,Carbon monoxide,0.23266028571428574
2014,Illinois,Carbon monoxide,0.23261999999999997
2011,Rhode Island,Carbon monoxide,0.2325065
2008,Oklahoma,Carbon monoxide,0.23246141666666667
2018,Kentucky,Carbon monoxide,0.23245083333333333
2022,West Virginia,Carbon monoxide,0.2318845
2019,Kentucky,Carbon monoxide,0.23157083333333334
2019,Louisiana,Carbon monoxide,0.23109200000000002
2021,New York,Carbon monoxide,0.23006115000000002
2010,Texas,Carbon monoxide,0.22960851851851846
2013,Mississippi,Carbon monoxide,0.22947
2018,West Virginia,Carbon monoxide,0.2294635
2012,Rhode Island,Carbon monoxide,0.228794
2019,South Carolina,Sulfur dioxide,0.228714425
2011,Florida,Carbon monoxide,0.22838175000000002
2012,Texas,Carbon monoxide,0.22768766666666668
2017,Pennsylvania,Carbon monoxide,0.22756725000000003
2008,Minnesota,Carbon monoxide,0.22712757142857146
2009,Oklahoma,Carbon monoxide,0.22711616666666667
2017,Ohio,Carbon monoxide,0.22691799999999998
2009,Texas,Carbon monoxide,0.22634144230769218
2022,Ohio,Carbon monoxide,0.2263367857142857
2016,Kansas,Carbon monoxide,0.226305
2018,South Carolina,Sulfur dioxide,0.2260148
2016,New York,Carbon monoxide,0.22584872222222221
2015,Massachusetts,Carbon monoxide,0.22569885714285717
2019,Connecticut,Sulfur dioxide,0.22546566666666668
2013,Illinois,Carbon monoxide,0.2248765
2019,Illinois,Carbon monoxide,0.22458755555555557
1986,Hawaii,Sulfur dioxide,0.2245616
2014,Mississippi,Carbon monoxide,0.22444599999999998
2016,Mississippi,Carbon monoxide,0.2242425
2011,Pennsylvania,Carbon monoxide,0.22390476470588233
2012,Iowa,Carbon monoxide,0.22356033333333331
2013,Rhode Island,Carbon monoxide,0.223491
2011,Oklahoma,Carbon monoxide,0.22249016666666668
2020,New York,Carbon monoxide,0.22240733333333332
2018,Ohio,Carbon monoxide,0.22236989999999998
2020,West Virginia,Carbon monoxide,0.2221455
2011,Louisiana,Carbon monoxide,0.2220775
2012,Louisiana,Carbon monoxide,0.22191349999999999
2012,Pennsylvania,Carbon monoxide,0.22168455882352944
2020,Kentucky,Carbon monoxide,0.2216615
2009,Louisiana,Carbon monoxide,0.2216285
2011,Texas,Carbon monoxide,0.22141988095238091
2021,West Virginia,Carbon monoxide,0.22107149999999998
2008,Pennsylvania,Carbon monoxide,0.22063365217391304
2022,Nebraska,Carbon monoxide,0.220199
2016,New Mexico,Carbon monoxide,0.22012175
2020,Connecticut,Sulfur dioxide,0.21980193333333331
2006,Minnesota,Carbon monoxide,0.21964607142857143
2007,Wisconsin,Carbon monoxide,0.21890374999999998
2019,Oregon,Carbon monoxide,0.21635474999999998
1991,Maine,Carbon monoxide,0.216166
2018,New Mexico,Carbon monoxide,0.2161325
2021,Illinois,Carbon monoxide,0.21581985714285712
2018,Vermont,Carbon monoxide,0.21567899999999998
2012,Florida,Carbon monoxide,0.21562472727272727
2018,Illinois,Carbon monoxide,0.214167
2015,Iowa,Carbon monoxide,0.21387750000000003
2017,Vermont,Carbon monoxide,0.21375066666666664
2019,Wisconsin,Carbon monoxide,0.213726
2021,Connecticut,Sulfur dioxide,0.21359366666666668
2019,Ohio,Carbon monoxide,0.21341130769230773
2014,New Mexico,Carbon monoxide,0.21338725
2009,Pennsylvania,Carbon monoxide,0.21294946666666664
2022,Illinois,Carbon monoxide,0.21291585714285713
2018,Iowa,Carbon monoxide,0.2129055
2010,Maine,Carbon monoxide,0.21263466666666669
2016,Illinois,Carbon monoxide,0.21172314285714292
2010,South Carolina,Carbon monoxide,0.21133199999999996
2021,Washington,Carbon monoxide,0.21125016666666666
2015,Maine,Carbon monoxide,0.21103466666666668
2014,Maryland,Carbon monoxide,0.21102258333333335
2016,Iowa,Carbon monoxide,0.21084983333333332
2015,New Mexico,Carbon monoxide,0.21065
2011,Iowa,Carbon monoxide,0.21056516666666666
2012,Mississippi,Carbon monoxide,0.2100905
2020,Tennessee,Carbon monoxide,0.210063375
2019,Vermont,Carbon monoxide,0.20996633333333334
2017,Iowa,Carbon monoxide,0.20983733333333332
2017,New Mexico,Carbon monoxide,0.20972325
2013,Iowa,Carbon monoxide,0.20971316666666667
2022,Maryland,Carbon monoxide,0.20946825
1991,Arkansas,Carbon monoxide,0.208741
2012,Wyoming,Carbon monoxide,0.208575875
2012,Maryland,Carbon monoxide,0.2081663
2014,Iowa,Carbon monoxide,0.20770866666666668
2021,South Carolina,Sulfur dioxide,0.20764635000000004
2010,Wyoming,Carbon monoxide,0.206403
2019,West Virginia,Carbon monoxide,0.20633849999999998
2021,Maryland,Carbon monoxide,0.20604462499999998
2005,Wyoming,Carbon monoxide,0.20512350000000001
2011,Maine,Carbon monoxide,0.20484699999999997
2010,Rhode Island,Carbon monoxide,0.2048315
2021,Montana,Carbon monoxide,0.20455600000000002
2013,Louisiana,Carbon monoxide,0.20391700000000001
2017,Illinois,Carbon monoxide,0.20348385714285713
2021,South Dakota,Carbon monoxide,0.2033095
2014,Texas,Carbon monoxide,0.20318135
2020,Maryland,Carbon monoxide,0.202749
2019,Maryland,Carbon monoxide,0.20267325
2019,Iowa,Carbon monoxide,0.20254625
2016,Minnesota,Carbon monoxide,0.20213807142857143
2019,Kansas,Carbon monoxide,0.2018375
2011,South Carolina,Carbon monoxide,0.20175875000000001
2013,Texas,Carbon monoxide,0.20125831818181822
2014,Wisconsin,Carbon monoxide,0.20103775
2016,Maryland,Carbon monoxide,0.20092020000000002
2020,Ohio,Carbon monoxide,0.20012288888888891
1998,Mississippi,Carbon monoxide,0.19948175
2005,Maine,Carbon monoxide,0.19917249999999997
2021,Iowa,Carbon monoxide,0.198454
2005,Oklahoma,Carbon monoxide,0.19837166666666667
2017,Wisconsin,Carbon monoxide,0.19814125
2015,South Dakota,Carbon monoxide,0.19785550000000002
2014,Maine,Carbon monoxide,0.19771100000000003
2018,Kansas,Carbon monoxide,0.197102
2011,Wyoming,Carbon monoxide,0.19687224999999994
2013,Maryland,Carbon monoxide,0.19632990000000003
2016,Montana,Carbon monoxide,0.195376
2007,Oklahoma,Carbon monoxide,0.19519671428571428
2018,Maryland,Carbon monoxide,0.195142125
2020,South Carolina,Sulfur dioxide,0.19464108888888895
2020,Rhode Island,Sulfur dioxide,0.1938542
2019,Hawaii,Carbon monoxide,0.19365183333333333
2021,Vermont,Carbon monoxide,0.19294133333333333
2021,Rhode Island,Sulfur dioxide,0.192694
2012,South Carolina,Carbon monoxide,0.192187
2020,Vermont,Carbon monoxide,0.19107649999999998
2016,Maine,Carbon monoxide,0.19084833333333331
2020,Illinois,Carbon monoxide,0.19083971428571428
2016,South Dakota,Carbon monoxide,0.1899695
2020,South Dakota,Carbon monoxide,0.189727
2017,South Carolina,Carbon monoxide,0.189448
2021,Oregon,Carbon monoxide,0.18935050000000003
2020,Kansas,Carbon monoxide,0.188928
2017,Kansas,Carbon monoxide,0.1882205
2017,Montana,Carbon monoxide,0.18803175
2022,Maine,Carbon monoxide,0.18790849999999998
2013,Wyoming,Carbon monoxide,0.18760016666666665
2014,South Dakota,Carbon monoxide,0.1873865
2017,South Dakota,Carbon monoxide,0.18723
2017,Maine,Carbon monoxide,0.18620416666666667
2022,Iowa,Carbon monoxide,0.186143
2022,North Dakota,Carbon monoxide,0.18602400000000002
2020,Iowa,Carbon monoxide,0.18592950000000003
2021,Wisconsin,Carbon monoxide,0.1857685
2019,South Dakota,Carbon monoxide,0.185698
2009,Maine,Carbon monoxide,0.185134
2015,Minnesota,Carbon monoxide,0.18357785714285713
2020,Hawaii,Carbon monoxide,0.18320166666666665
2022,Kentucky,Carbon monoxide,0.1808555
2017,Maryland,Carbon monoxide,0.18084689999999998
2021,North Dakota,Carbon monoxide,0.18066300000000002
2004,Oklahoma,Carbon monoxide,0.18039492857142855
2013,Wisconsin,Carbon monoxide,0.1798765
2020,Wisconsin,Carbon monoxide,0.17979825
2021,Kansas,Carbon monoxide,0.17913649999999998
2013,Florida,Carbon monoxide,0.17911909999999995
2016,South Carolina,Carbon monoxide,0.17891400000000002
2007,Wyoming,Carbon monoxide,0.1787355
2018,South Dakota,Carbon monoxide,0.178691
2017,North Dakota,Carbon monoxide,0.178558
2015,Montana,Carbon monoxide,0.17855016666666665
2009,Wyoming,Carbon monoxide,0.1782285
2020,New Mexico,Carbon monoxide,0.1781935
2015,New Hampshire,Carbon monoxide,0.17814075
2013,Pennsylvania,Carbon monoxide,0.17685241666666671
2009,Minnesota,Carbon monoxide,0.17663816666666665
2018,Montana,Carbon monoxide,0.17477499999999999
2008,North Dakota,Carbon monoxide,0.17476049999999999
2012,North Dakota,Carbon monoxide,0.174101
2014,Vermont,Carbon monoxide,0.1721055
2010,North Dakota,Carbon monoxide,0.171985
2021,Utah,Carbon monoxide,0.17177642857142858
2016,North Dakota,Carbon monoxide,0.17093475
2012,Oklahoma,Carbon monoxide,0.17088799999999996
2014,New Hampshire,Carbon monoxide,0.17080425
2013,Oklahoma,Carbon monoxide,0.17056633333333329
2021,New Mexico,Carbon monoxide,0.170362
2018,North Dakota,Carbon monoxide,0.170048
2018,Maine,Carbon monoxide,0.1698045
2019,New Mexico,Carbon monoxide,0.1692455
2012,South Dakota,Carbon monoxide,0.1683475
2006,Maine,Carbon monoxide,0.16736666666666666
2015,North Dakota,Carbon monoxide,0.1672285
2021,Maine,Carbon monoxide,0.1669405
2022,Montana,Carbon monoxide,0.1666325
2021,New Hampshire,Carbon monoxide,0.16613100000000003
2020,Montana,Carbon monoxide,0.16596924999999998
2020,North Dakota,Carbon monoxide,0.16588999999999998
2009,North Dakota,Carbon monoxide,0.165634
2008,Maine,Carbon monoxide,0.16528583333333335
2011,North Dakota,Carbon monoxide,0.1650315
2018,New Hampshire,Carbon monoxide,0.16419825
2015,Vermont,Carbon monoxide,0.164103
2019,Montana,Carbon monoxide,0.16383175
2020,Maine,Sulfur dioxide,0.16381647368421054
2011,South Dakota,Carbon monoxide,0.163717
2013,South Dakota,Carbon monoxide,0.16368875
2016,Vermont,Carbon monoxide,0.16285416666666666
2021,Mississippi,Carbon monoxide,0.1622155
2019,North Dakota,Carbon monoxide,0.162088
2021,Maine,Sulfur dioxide,0.16187564285714284
2016,New Hampshire,Carbon monoxide,0.16154775
2014,North Dakota,Carbon monoxide,0.161408
2014,Oklahoma,Carbon monoxide,0.16139016666666667
2022,South Carolina,Carbon monoxide,0.1606015
2009,South Dakota,Carbon monoxide,0.159765
2020,Maine,Carbon monoxide,0.15847516666666667
2009,South Carolina,Carbon monoxide,0.15835375
2019,Maine,Carbon monoxide,0.157059
2014,South Carolina,Carbon monoxide,0.1567885
2021,South Carolina,Carbon monoxide,0.1562805
2014,Minnesota,Carbon monoxide,0.15521000000000001
2017,New Hampshire,Carbon monoxide,0.154472
2007,Maine,Carbon monoxide,0.1541725
2015,South Carolina,Carbon monoxide,0.153455
2016,Vermont,Sulfur dioxide,0.15288924999999998
2013,South Carolina,Carbon monoxide,0.152432
2019,New Hampshire,Carbon monoxide,0.151372
2020,New Hampshire,Carbon monoxide,0.14958925
2013,North Dakota,Carbon monoxide,0.1490375
2006,Wyoming,Carbon monoxide,0.147345
2011,Wisconsin,Carbon monoxide,0.14445799999999998
2020,Mississippi,Carbon monoxide,0.14395550000000001
2012,Wisconsin,Carbon monoxide,0.1415585
2016,Wyoming,Carbon monoxide,0.1401955
2019,Mississippi,Carbon monoxide,0.13747199999999998
2008,Wisconsin,Carbon monoxide,0.13701999999999998
1990,Maine,Carbon monoxide,0.13400433333333334
